"","Source","Ligand","Receptor","Target","Weight"
"40213","S:Osteoblasts","PGF","NRP1","T:EC",1.7663178094
"41126","S:Osteoblasts","SEMA3C","NRP1","T:EC",1.5376918246
"42119","S:Osteoblasts","SEMA3F","NRP1","T:EC",1.8529449187
"46115","S:Osteoblasts","FGF7","FGFR1","T:EC",2.2679495895
"4740","S:Osteoblasts","EFNA5","EPHA2","T:EC",2.1022044399
"49115","S:Osteoblasts","EFEMP2","AQP1","T:EC",3.3057422169
"50114","S:Osteoblasts","DLL1","NOTCH4","T:EC",1.7677258647
"51122","S:Osteoblasts","JAG1","NOTCH4","T:EC",2.0908917158
"52117","S:Osteoblasts","PSEN1","NOTCH4","T:EC",1.9237426621
"53116","S:Osteoblasts","THBS2","NOTCH4","T:EC",3.5062496966
"54116","S:Osteoblasts","CTHRC1","FZD6","T:EC",2.0398506277
"56212","S:Osteoblasts","COL4A1","CD47","T:EC",2.1868322513
"59311","S:Osteoblasts","THBS2","CD47","T:EC",2.4731804966
"61312","S:Osteoblasts","COL1A1","CD36","T:EC",1.7609691284
"64212","S:Osteoblasts","COL18A1","KDR","T:EC",2.361883775
"65311","S:Osteoblasts","GREM1","KDR","T:EC",2.08554826
"69211","S:Osteoblasts","CLCF1","LIFR","T:EC",2.219678033
"70212","S:Osteoblasts","CLCF1","IL6ST","T:EC",2.208883233
"72310","S:Osteoblasts","SERPING1","SELP","T:EC",1.9132471941
"73212","S:Osteoblasts","VCAN","SELP","T:EC",3.8437765821
"74114","S:Osteoblasts","CCL19","CCRL2","T:EC",4.4818932999
"76212","S:Osteoblasts","CALR","SCARF1","T:EC",1.6426211277
"81410","S:Osteoblasts","COL1A1","CD93","T:EC",2.8728721184
"82115","S:Osteoblasts","COL1A2","CD93","T:EC",2.3938437962
"8338","S:Osteoblasts","COL4A1","CD93","T:EC",3.5194912513
"84211","S:Osteoblasts","COL4A2","CD93","T:EC",2.9047042365
"8539","S:Osteoblasts","COL4A4","CD93","T:EC",2.5907002036
"8638","S:Osteoblasts","BMP2","ENG","T:EC",3.2470732974
"8737","S:Osteoblasts","TGFB1","ENG","T:EC",2.7435297348
"8839","S:Osteoblasts","TGFB2","ENG","T:EC",2.649160201
"8938","S:Osteoblasts","TGFB3","ENG","T:EC",3.1704355332
"9036","S:Osteoblasts","BMP2","BMPR2","T:EC",2.2805476974
"91410","S:Osteoblasts","FST","BMPR2","T:EC",2.2783244176
"92115","S:Osteoblasts","RGMA","BMPR2","T:EC",1.8676924
"96210","S:Osteoblasts","ARF1","INSR","T:EC",2.0091942786
"9736","S:Osteoblasts","HRAS","INSR","T:EC",2.4368246513
"98113","S:Osteoblasts","SORBS1","INSR","T:EC",2.4891958745
"102113","S:Osteoblasts","CYR61","CAV1","T:EC",3.8881411276
"104113","S:Osteoblasts","HRAS","CAV1","T:EC",1.8098604513
"10529","S:Osteoblasts","TGFB1","CAV1","T:EC",1.5420665348
"111311","S:Osteoblasts","ANGPT1","TIE1","T:EC",2.3676235875
"112113","S:Osteoblasts","ANGPT2","TIE1","T:EC",3.261294771
"113112","S:Osteoblasts","ANGPTL2","TIE1","T:EC",1.9403685401
"11435","S:Osteoblasts","ANGPTL4","TIE1","T:EC",2.3596513483
"11529","S:Osteoblasts","ANGPT1","TEK","T:EC",2.2013431875
"11633","S:Osteoblasts","ANGPT2","TEK","T:EC",2.938014371
"117112","S:Osteoblasts","ANGPTL1","TEK","T:EC",1.8856554965
"118111","S:Osteoblasts","ADM","RAMP2","T:EC",3.5378478108
"11926","S:Osteoblasts","ADM","CALCRL","T:EC",1.6715237108
"12027","S:Osteoblasts","ADAM9","ITGA6","T:EC",1.535609465
"121212","S:Osteoblasts","COL6A1","ITGA6","T:EC",2.2612486482
"122112","S:Osteoblasts","FN1","ITGA6","T:EC",4.6384293372
"124111","S:Osteoblasts","LAMC1","ITGA6","T:EC",2.232450722
"125110","S:Osteoblasts","MDK","ITGA6","T:EC",2.2655049395
"126110","S:Osteoblasts","THBS1","ITGA6","T:EC",2.2612362182
"12719","S:Osteoblasts","THBS2","ITGA6","T:EC",3.8084957966
"12824","S:Osteoblasts","ADAM17","NOTCH1","T:EC",1.6892962755
"12919","S:Osteoblasts","DLL1","NOTCH1","T:EC",1.5758785647
"13022","S:Osteoblasts","JAG1","NOTCH1","T:EC",1.9410444158
"13224","S:Osteoblasts","NOV","NOTCH1","T:EC",3.4547359122
"133110","S:Osteoblasts","PSEN1","NOTCH1","T:EC",1.7418953621
"135110","S:Osteoblasts","ANGPT1","ITGA5","T:EC",2.3173756875
"13617","S:Osteoblasts","COL18A1","ITGA5","T:EC",2.847518975
"13723","S:Osteoblasts","COL1A1","ITGA5","T:EC",2.9244402184
"13822","S:Osteoblasts","CTGF","ITGA5","T:EC",2.6378770693
"13923","S:Osteoblasts","CYR61","ITGA5","T:EC",3.5108274276
"14023","S:Osteoblasts","FBN1","ITGA5","T:EC",1.5537700638
"14129","S:Osteoblasts","FN1","ITGA5","T:EC",4.7753411372
"14226","S:Osteoblasts","PLAU","ITGA5","T:EC",1.9645324291
"14322","S:Osteoblasts","VTN","ITGA5","T:EC",1.98044325
"15016","S:Osteoblasts","COL1A1","ITGB1","T:EC",1.5934717184
"15323","S:Osteoblasts","COL4A1","ITGB1","T:EC",2.1350908513
"15914","S:Osteoblasts","COL6A3","ITGB1","T:EC",1.530676404
"16424","S:Osteoblasts","FN1","ITGB1","T:EC",3.4013726372
"17417","S:Osteoblasts","THBS2","ITGB1","T:EC",2.4554390966
"17714","S:Osteoblasts","VCAN","ITGB1","T:EC",2.7439253821
"17615","S:Osteoblasts","TNFSF12","TNFRSF12A","T:SMC",1.741146997
"21216","S:Osteoblasts","TIMP1","CD63","T:SMC",1.8199308451
"51213","S:Osteoblasts","TGFB3","TGFBR2","T:SMC",1.6507822332
"71411","S:Osteoblasts","TGFB3","ACVRL1","T:SMC",1.7995929332
"101311","S:Osteoblasts","TGFB3","TGFBR3","T:SMC",1.6431932332
"121011","S:Osteoblasts","PDGFA","PDGFRA","T:SMC",2.7835549421
"13109","S:Osteoblasts","PDGFC","PDGFRA","T:SMC",1.8619568686
"14135","S:Osteoblasts","PDGFD","PDGFRA","T:SMC",2.8778014247
"15105","S:Osteoblasts","NGF","NGFRAP1","T:SMC",1.8030896363
"1799","S:Osteoblasts","MFGE8","PDGFRB","T:SMC",2.2401523111
"19106","S:Osteoblasts","PDGFA","PDGFRB","T:SMC",2.4377638421
"2087","S:Osteoblasts","PDGFC","PDGFRB","T:SMC",1.5171657686
"21712","S:Osteoblasts","PDGFD","PDGFRB","T:SMC",2.5760103247
"22412","S:Osteoblasts","LTA","TNFRSF1A","T:SMC",1.6554842199
"28116","S:Osteoblasts","LAMB2","RPSA","T:SMC",1.7441179299
"36311","S:Osteoblasts","GAS6","AXL","T:SMC",3.6327432412
"38118","S:Osteoblasts","FN1","PLAUR","T:SMC",3.2162904372
"40311","S:Osteoblasts","SERPINE1","PLAUR","T:SMC",2.7919216337
"42213","S:Osteoblasts","FN1","NT5E","T:SMC",3.6291757372
"43116","S:Osteoblasts","FN1","ITGA8","T:SMC",3.6883558372
"46212","S:Osteoblasts","FN1","SDC2","T:SMC",4.6471584372
"47115","S:Osteoblasts","HGF","SDC2","T:SMC",1.7061611365
"48114","S:Osteoblasts","HRAS","SDC2","T:SMC",1.9943640513
"49212","S:Osteoblasts","LAMA3","SDC2","T:SMC",2.0294569212
"51312","S:Osteoblasts","TGFB1","SDC2","T:SMC",1.7465701348
"53212","S:Osteoblasts","FGF7","NRP1","T:SMC",2.5672887895
"54212","S:Osteoblasts","PGF","NRP1","T:SMC",1.5888266094
"56310","S:Osteoblasts","SEMA3F","NRP1","T:SMC",1.6754537187
"57212","S:Osteoblasts","FGF13","FGFR1","T:SMC",2.2145949096
"58311","S:Osteoblasts","FGF14","FGFR1","T:SMC",2.0016124592
"5949","S:Osteoblasts","FGF1","FGFR1","T:SMC",1.8090582061
"60211","S:Osteoblasts","FGF7","FGFR1","T:SMC",3.2469144895
"61411","S:Osteoblasts","F10","F3","T:SMC",1.6686132546
"62311","S:Osteoblasts","TFPI","F3","T:SMC",1.9328013695
"63212","S:Osteoblasts","EFNA5","EPHA3","T:SMC",2.0815166399
"67114","S:Osteoblasts","JAG1","NOTCH3","T:SMC",1.6163986158
"69310","S:Osteoblasts","THBS2","NOTCH3","T:SMC",3.0117565966
"74211","S:Osteoblasts","CXCL12","SDC4","T:SMC",2.3405304939
"75114","S:Osteoblasts","MDK","SDC4","T:SMC",1.5788194395
"7639","S:Osteoblasts","TFPI","SDC4","T:SMC",1.6348057695
"77115","S:Osteoblasts","TGM2","SDC4","T:SMC",2.0046708357
"78115","S:Osteoblasts","THBS1","SDC4","T:SMC",1.5215507182
"79212","S:Osteoblasts","CP","SLC40A1","T:SMC",1.666051976
"80212","S:Osteoblasts","COL4A1","CD47","T:SMC",2.6114374013
"81510","S:Osteoblasts","COL4A4","CD47","T:SMC",1.7446463536
"8345","S:Osteoblasts","THBS2","CD47","T:SMC",2.8977856466
"8546","S:Osteoblasts","COL1A1","ITGA1","T:SMC",2.0313670584
"8645","S:Osteoblasts","COL1A2","ITGA1","T:SMC",1.5253387362
"8746","S:Osteoblasts","COL4A1","ITGA1","T:SMC",2.6119861913
"8844","S:Osteoblasts","COL4A4","ITGA1","T:SMC",1.7221951436
"92210","S:Osteoblasts","COL6A2","ITGA1","T:SMC",1.7867431451
"93211","S:Osteoblasts","COL6A3","ITGA1","T:SMC",1.996571744
"9434","S:Osteoblasts","COL8A1","ITGA1","T:SMC",2.6763712057
"9744","S:Osteoblasts","COL1A1","DDR2","T:SMC",2.2904030184
"9829","S:Osteoblasts","COL3A1","DDR2","T:SMC",2.1121668475
"99114","S:Osteoblasts","COL1A1","CD36","T:SMC",2.4827316184
"100210","S:Osteoblasts","COL1A2","CD36","T:SMC",1.9827032962
"10149","S:Osteoblasts","THBS1","CD36","T:SMC",2.1564394182
"102210","S:Osteoblasts","COL14A1","CD44","T:SMC",1.7440265552
"103114","S:Osteoblasts","COL1A1","CD44","T:SMC",1.9810356334
"10533","S:Osteoblasts","FN1","CD44","T:SMC",3.7819365522
"108111","S:Osteoblasts","VCAN","CD44","T:SMC",3.2894892971
"110210","S:Osteoblasts","CLCF1","IL6ST","T:SMC",1.754509233
"111410","S:Osteoblasts","CLCF1","CNTFR","T:SMC",1.964583233
"11533","S:Osteoblasts","BMP2","ENG","T:SMC",1.6343481974
"11827","S:Osteoblasts","TGFB3","ENG","T:SMC",1.5577104332
"12228","S:Osteoblasts","BMP2","BMPR1A","T:SMC",1.6367915974
"128110","S:Osteoblasts","APP","NGFR","T:SMC",1.6996941456
"129110","S:Osteoblasts","NGF","NGFR","T:SMC",1.9336602363
"130110","S:Osteoblasts","RTN4","NGFR","T:SMC",2.0020546152
"13418","S:Osteoblasts","COL18A1","GPC1","T:SMC",1.917839965
"13523","S:Osteoblasts","SLIT2","GPC1","T:SMC",1.7143429253
"13733","S:Osteoblasts","CYR61","CAV1","T:SMC",3.3161229276
"14422","S:Osteoblasts","EFEMP1","EGFR","T:SMC",2.6224845912
"14521","S:Osteoblasts","FGF13","EGFR","T:SMC",1.7873941096
"14824","S:Osteoblasts","HSP90AA1","EGFR","T:SMC",1.7610954917
"14917","S:Osteoblasts","VCAN","EGFR","T:SMC",3.1424063821
"1552","S:Osteoblasts","CYR61","ITGB5","T:SMC",3.4644335276
"15621","S:Osteoblasts","EDIL3","ITGB5","T:SMC",2.8450022703
"15721","S:Osteoblasts","LTBP1","ITGB5","T:SMC",2.272698545
"16023","S:Osteoblasts","SERPINE1","ITGB5","T:SMC",3.3565784337
"16616","S:Osteoblasts","COL1A1","ITGAV","T:SMC",2.1076564184
"16716","S:Osteoblasts","COL1A2","ITGAV","T:SMC",1.6166280962
"16816","S:Osteoblasts","COL4A1","ITGAV","T:SMC",2.6832755513
"1699","S:Osteoblasts","COL4A4","ITGAV","T:SMC",1.8044845036
"1706","S:Osteoblasts","CYR61","ITGAV","T:SMC",3.5140436276
"171111","S:Osteoblasts","EDIL3","ITGAV","T:SMC",2.9406123703
"173110","S:Osteoblasts","FN1","ITGAV","T:SMC",3.9765573372
"17516","S:Osteoblasts","MFGE8","ITGAV","T:SMC",2.3057737111
"17715","S:Osteoblasts","SERPINE1","ITGAV","T:SMC",3.4211885337
"182110","S:Osteoblasts","COL18A1","ITGA5","T:SMC",1.918735503
"18318","S:Osteoblasts","COL1A1","ITGA5","T:SMC",1.9956567464
"18418","S:Osteoblasts","CTGF","ITGA5","T:SMC",1.7090935973
"18516","S:Osteoblasts","CYR61","ITGA5","T:SMC",2.5820439556
"18715","S:Osteoblasts","FN1","ITGA5","T:SMC",3.8465576652
"19317","S:Osteoblasts","ANGPT1","ITGB1","T:SMC",1.7362664875
"19513","S:Osteoblasts","COL18A1","ITGB1","T:SMC",2.279409775
"19610","S:Osteoblasts","COL1A1","ITGB1","T:SMC",2.4103310184
"19721","S:Osteoblasts","COL1A2","ITGB1","T:SMC",1.8833026962
"1988","S:Osteoblasts","COL3A1","ITGB1","T:SMC",2.1560948475
"1999","S:Osteoblasts","COL4A1","ITGB1","T:SMC",2.9519501513
"20012","S:Osteoblasts","COL4A4","ITGB1","T:SMC",2.0581591036
"20218","S:Osteoblasts","COL5A2","ITGB1","T:SMC",1.6224748436
"20316","S:Osteoblasts","COL6A1","ITGB1","T:SMC",1.7950512482
"20415","S:Osteoblasts","COL6A2","ITGB1","T:SMC",2.1367071051
"20511","S:Osteoblasts","COL6A3","ITGB1","T:SMC",2.347535704
"2068","S:Osteoblasts","CXCL12","ITGB1","T:SMC",2.0710185939
"21014","S:Osteoblasts","FN1","ITGB1","T:SMC",4.2182319372
"21127","S:Osteoblasts","HSPG2","ITGB1","T:SMC",1.9606470604
"2131","S:Osteoblasts","LAMC1","ITGB1","T:SMC",1.697253322
"21413","S:Osteoblasts","LGALS3BP","ITGB1","T:SMC",1.8210747556
"21514","S:Osteoblasts","MDK","ITGB1","T:SMC",1.7173075395
"21612","S:Osteoblasts","NPNT","ITGB1","T:SMC",1.7615432175
"21812","S:Osteoblasts","TGM2","ITGB1","T:SMC",2.3071589357
"21913","S:Osteoblasts","THBS1","ITGB1","T:SMC",1.7550388182
"22011","S:Osteoblasts","THBS2","ITGB1","T:SMC",3.2722983966
"221111","S:Osteoblasts","TIMP2","ITGB1","T:SMC",2.1326880357
"22217","S:Osteoblasts","VCAM1","ITGB1","T:SMC",2.2449820299
"22313","S:Osteoblasts","VCAN","ITGB1","T:SMC",3.5607846821
"22512","S:Osteoblasts","A2M","LRP1","T:SMC",2.583060811
"22711","S:Osteoblasts","APP","LRP1","T:SMC",2.2529839456
"2299","S:Osteoblasts","CALR","LRP1","T:SMC",1.9121797277
"2307","S:Osteoblasts","CTGF","LRP1","T:SMC",3.0981919693
"23119","S:Osteoblasts","LRPAP1","LRP1","T:SMC",1.8787286163
"23214","S:Osteoblasts","MDK","LRP1","T:SMC",2.1607316395
"23312","S:Osteoblasts","PLAT","LRP1","T:SMC",2.2983407447
"23411","S:Osteoblasts","PLAU","LRP1","T:SMC",2.1228473291
"23510","S:Osteoblasts","PSAP","LRP1","T:SMC",1.7687507517
"2369","S:Osteoblasts","SERPINE1","LRP1","T:SMC",4.4212872337
"2378","S:Osteoblasts","TFPI","LRP1","T:SMC",1.9367179695
"2387","S:Osteoblasts","THBS1","LRP1","T:SMC",2.4874629182
"11004","S:Osteoblasts","TNFSF12","TNFRSF12A","T:CH",1.537338797
"2269","S:Osteoblasts","TIMP1","CD63","T:CH",1.5058729451
"31125","S:Osteoblasts","TGM2","TBXA2R","T:CH",2.1320046357
"10157","S:Osteoblasts","PDGFA","PDGFRA","T:CH",2.1974315421
"121310","S:Osteoblasts","PDGFD","PDGFRA","T:CH",2.2916780247
"131115","S:Osteoblasts","NGF","NGFRAP1","T:CH",2.3134421363
"151111","S:Osteoblasts","MFGE8","PDGFRB","T:CH",2.3781071111
"17106","S:Osteoblasts","PDGFA","PDGFRB","T:CH",2.5757186421
"18106","S:Osteoblasts","PDGFC","PDGFRB","T:CH",1.6551205686
"191112","S:Osteoblasts","PDGFD","PDGFRB","T:CH",2.7139651247
"25310","S:Osteoblasts","NGF","SORT1","T:CH",1.7492272363
"27311","S:Osteoblasts","LAMB2","RPSA","T:CH",1.7707400299
"36410","S:Osteoblasts","GAS6","AXL","T:CH",3.0345412412
"38213","S:Osteoblasts","FN1","TNFRSF11B","T:CH",5.0976280372
"39410","S:Osteoblasts","THBS1","TNFRSF11B","T:CH",2.7374349182
"40410","S:Osteoblasts","VTN","TNFRSF11B","T:CH",2.56373015
"41214","S:Osteoblasts","FN1","NT5E","T:CH",3.7299590372
"42311","S:Osteoblasts","FN1","ITGA8","T:CH",5.1054290372
"43212","S:Osteoblasts","NPNT","ITGA8","T:CH",2.7127403175
"44116","S:Osteoblasts","VTN","ITGA8","T:CH",2.19453115
"4540","S:Osteoblasts","FN1","SDC2","T:CH",4.8542010372
"4639","S:Osteoblasts","HGF","SDC2","T:CH",1.9132037365
"47212","S:Osteoblasts","HRAS","SDC2","T:CH",2.2014066513
"48212","S:Osteoblasts","LAMA3","SDC2","T:CH",2.2364995212
"50212","S:Osteoblasts","TGFB1","SDC2","T:CH",1.9536127348
"52213","S:Osteoblasts","FGF7","NRP1","T:CH",1.8186615895
"5648","S:Osteoblasts","FGF13","FGFR1","T:CH",1.9805917096
"57310","S:Osteoblasts","FGF14","FGFR1","T:CH",1.7676092592
"5849","S:Osteoblasts","FGF1","FGFR1","T:CH",1.5750550061
"5956","S:Osteoblasts","FGF7","FGFR1","T:CH",3.0129112895
"63310","S:Osteoblasts","JAG1","NOTCH3","T:CH",1.7606273158
"64311","S:Osteoblasts","PSEN1","NOTCH3","T:CH",1.5624782621
"6548","S:Osteoblasts","THBS2","NOTCH3","T:CH",3.1559852966
"70310","S:Osteoblasts","CXCL12","SDC4","T:CH",2.4582420939
"71510","S:Osteoblasts","MDK","SDC4","T:CH",1.6965310395
"7249","S:Osteoblasts","TFPI","SDC4","T:CH",1.7525173695
"73311","S:Osteoblasts","TGM2","SDC4","T:CH",2.1223824357
"7438","S:Osteoblasts","THBS1","SDC4","T:CH",1.6392623182
"75211","S:Osteoblasts","CP","SLC40A1","T:CH",1.932803826
"7647","S:Osteoblasts","COL4A1","CD47","T:CH",2.5920679313
"77212","S:Osteoblasts","COL4A4","CD47","T:CH",1.7252768836
"7939","S:Osteoblasts","THBS2","CD47","T:CH",2.8784161766
"81610","S:Osteoblasts","COL1A1","ITGA11","T:CH",2.2412074184
"82211","S:Osteoblasts","COL1A2","ITGA11","T:CH",1.7491790962
"8352","S:Osteoblasts","COL1A1","ITGA1","T:CH",2.5763233184
"8436","S:Osteoblasts","COL1A2","ITGA1","T:CH",2.0702949962
"8553","S:Osteoblasts","COL4A1","ITGA1","T:CH",3.1569424513
"8653","S:Osteoblasts","COL4A4","ITGA1","T:CH",2.2671514036
"8752","S:Osteoblasts","COL5A1","ITGA1","T:CH",1.6556170043
"8854","S:Osteoblasts","COL5A2","ITGA1","T:CH",1.8154671436
"8943","S:Osteoblasts","COL6A1","ITGA1","T:CH",1.9930435482
"9044","S:Osteoblasts","COL6A2","ITGA1","T:CH",2.3316994051
"9159","S:Osteoblasts","COL6A3","ITGA1","T:CH",2.541528004
"9234","S:Osteoblasts","COL8A1","ITGA1","T:CH",3.2213274657
"9336","S:Osteoblasts","LAMC1","ITGA1","T:CH",1.862245622
"9444","S:Osteoblasts","SORBS1","ITGA1","T:CH",1.8018010745
"9529","S:Osteoblasts","COL1A1","DDR2","T:CH",2.0693743184
"9637","S:Osteoblasts","COL3A1","DDR2","T:CH",1.8911381475
"9752","S:Osteoblasts","COL18A1","GPC4","T:CH",2.066040375
"99210","S:Osteoblasts","COL1A1","CD44","T:CH",1.6971780184
"10167","S:Osteoblasts","FN1","CD44","T:CH",3.4980789372
"10429","S:Osteoblasts","VCAN","CD44","T:CH",3.0056316821
"11729","S:Osteoblasts","BMP2","BMPR1A","T:CH",1.6566683974
"12625","S:Osteoblasts","COL18A1","GPC1","T:CH",2.134142075
"127110","S:Osteoblasts","SLIT2","GPC1","T:CH",1.9306450353
"12825","S:Osteoblasts","APP","CAV1","T:CH",1.6583995456
"12923","S:Osteoblasts","CYR61","CAV1","T:CH",4.0495579276
"131210","S:Osteoblasts","HRAS","CAV1","T:CH",1.9712772513
"132110","S:Osteoblasts","TGFB1","CAV1","T:CH",1.7034833348
"13533","S:Osteoblasts","CYR61","ITGB5","T:CH",3.7475450276
"13618","S:Osteoblasts","EDIL3","ITGB5","T:CH",3.1281137703
"13742","S:Osteoblasts","LTBP1","ITGB5","T:CH",2.555810045
"14033","S:Osteoblasts","SERPINE1","ITGB5","T:CH",3.6396899337
"14144","S:Osteoblasts","SORBS1","ITGB5","T:CH",1.6016355745
"14531","S:Osteoblasts","FN1","ITGA3","T:CH",4.0124554372
"1473","S:Osteoblasts","LAMC1","ITGA3","T:CH",1.507476822
"14924","S:Osteoblasts","THBS1","ITGA3","T:CH",1.5472623182
"15022","S:Osteoblasts","TIMP2","ITGA3","T:CH",1.9269115357
"1553","S:Osteoblasts","COL1A1","ITGAV","T:CH",2.1549896184
"1563","S:Osteoblasts","COL1A2","ITGAV","T:CH",1.6639612962
"1573","S:Osteoblasts","COL4A1","ITGAV","T:CH",2.7306087513
"15823","S:Osteoblasts","COL4A4","ITGAV","T:CH",1.8518177036
"15924","S:Osteoblasts","CYR61","ITGAV","T:CH",3.5613768276
"16032","S:Osteoblasts","EDIL3","ITGAV","T:CH",2.9879455703
"16225","S:Osteoblasts","FN1","ITGAV","T:CH",4.0238905372
"16432","S:Osteoblasts","MFGE8","ITGAV","T:CH",2.3531069111
"16624","S:Osteoblasts","SERPINE1","ITGAV","T:CH",3.4685217337
"17128","S:Osteoblasts","COL18A1","ITGA5","T:CH",1.786052175
"17224","S:Osteoblasts","COL1A1","ITGA5","T:CH",1.8629734184
"17323","S:Osteoblasts","CTGF","ITGA5","T:CH",1.5764102693
"17418","S:Osteoblasts","CYR61","ITGA5","T:CH",2.4493606276
"17616","S:Osteoblasts","FN1","ITGA5","T:CH",3.7138743372
"18014","S:Osteoblasts","ADAM17","ITGB1","T:CH",1.8817313755
"18224","S:Osteoblasts","ANGPT1","ITGB1","T:CH",2.3968055875
"18422","S:Osteoblasts","COL18A1","ITGB1","T:CH",2.939948875
"18517","S:Osteoblasts","COL1A1","ITGB1","T:CH",3.0708701184
"18617","S:Osteoblasts","COL1A2","ITGB1","T:CH",2.5438417962
"18722","S:Osteoblasts","COL3A1","ITGB1","T:CH",2.8166339475
"18813","S:Osteoblasts","COL4A1","ITGB1","T:CH",3.6124892513
"18910","S:Osteoblasts","COL4A4","ITGB1","T:CH",2.7186982036
"1906","S:Osteoblasts","COL5A1","ITGB1","T:CH",2.1221638043
"19127","S:Osteoblasts","COL5A2","ITGB1","T:CH",2.2830139436
"192110","S:Osteoblasts","COL6A1","ITGB1","T:CH",2.4555903482
"19321","S:Osteoblasts","COL6A2","ITGB1","T:CH",2.7972462051
"19415","S:Osteoblasts","COL6A3","ITGB1","T:CH",3.008074804
"19514","S:Osteoblasts","CXCL12","ITGB1","T:CH",2.7315576939
"19613","S:Osteoblasts","F13A1","ITGB1","T:CH",1.5586640725
"19813","S:Osteoblasts","FBN1","ITGB1","T:CH",1.6651999638
"19913","S:Osteoblasts","FN1","ITGB1","T:CH",4.8787710372
"2002","S:Osteoblasts","HSPG2","ITGB1","T:CH",2.6211861604
"20219","S:Osteoblasts","LAMC1","ITGB1","T:CH",2.357792422
"20317","S:Osteoblasts","LGALS3BP","ITGB1","T:CH",2.4816138556
"20416","S:Osteoblasts","MDK","ITGB1","T:CH",2.3778466395
"20512","S:Osteoblasts","NPNT","ITGB1","T:CH",2.4220823175
"20611","S:Osteoblasts","PLAU","ITGB1","T:CH",2.0789623291
"20711","S:Osteoblasts","TGM2","ITGB1","T:CH",2.9676980357
"20811","S:Osteoblasts","THBS1","ITGB1","T:CH",2.4155779182
"2095","S:Osteoblasts","THBS2","ITGB1","T:CH",3.9328374966
"21015","S:Osteoblasts","TIMP2","ITGB1","T:CH",2.7932271357
"211113","S:Osteoblasts","VCAM1","ITGB1","T:CH",2.9055211299
"21217","S:Osteoblasts","VCAN","ITGB1","T:CH",4.2213237821
"2132","S:Osteoblasts","VTN","ITGB1","T:CH",1.77687315
"21414","S:Osteoblasts","A2M","LRP1","T:CH",1.790167211
"21914","S:Osteoblasts","CTGF","LRP1","T:CH",2.3052983693
"2221","S:Osteoblasts","PLAT","LRP1","T:CH",1.5054471447
"2251","S:Osteoblasts","SERPINE1","LRP1","T:CH",3.6283936337
"2271","S:Osteoblasts","THBS1","LRP1","T:CH",1.6945693182
"11034","S:Osteoblasts","TNFSF12","TNFRSF12A","T:FB",1.673845297
"2289","S:Osteoblasts","TIMP1","CD63","T:FB",1.7175124451
"51411","S:Osteoblasts","TGFB3","TGFBR2","T:FB",1.7699707332
"7169","S:Osteoblasts","TGFB3","ACVRL1","T:FB",1.7391055332
"10177","S:Osteoblasts","TGFB3","TGFBR3","T:FB",1.6994042332
"13135","S:Osteoblasts","PDGFA","PDGFRA","T:FB",2.6812129421
"14154","S:Osteoblasts","PDGFC","PDGFRA","T:FB",1.7596148686
"15129","S:Osteoblasts","PDGFD","PDGFRA","T:FB",2.7754594247
"16104","S:Osteoblasts","NGF","NGFRAP1","T:FB",1.7123304363
"181110","S:Osteoblasts","MFGE8","PDGFRB","T:FB",2.2916072111
"20104","S:Osteoblasts","PDGFA","PDGFRB","T:FB",2.4892187421
"21109","S:Osteoblasts","PDGFC","PDGFRB","T:FB",1.5686206686
"22105","S:Osteoblasts","PDGFD","PDGFRB","T:FB",2.6274652247
"2396","S:Osteoblasts","LTA","TNFRSF1A","T:FB",1.7084191199
"29116","S:Osteoblasts","LAMB2","RPSA","T:FB",1.6550861299
"3658","S:Osteoblasts","GAS6","AXL","T:FB",3.5867850412
"38311","S:Osteoblasts","FN1","PLAUR","T:FB",3.2231323372
"4059","S:Osteoblasts","SERPINE1","PLAUR","T:FB",2.7987635337
"42410","S:Osteoblasts","FN1","NT5E","T:FB",3.6837207372
"43311","S:Osteoblasts","FN1","SDC2","T:FB",4.5672494372
"44213","S:Osteoblasts","HGF","SDC2","T:FB",1.6262521365
"45116","S:Osteoblasts","HRAS","SDC2","T:FB",1.9144550513
"4647","S:Osteoblasts","LAMA3","SDC2","T:FB",1.9495479212
"48310","S:Osteoblasts","TGFB1","SDC2","T:FB",1.6666611348
"5039","S:Osteoblasts","FGF7","NRP1","T:FB",2.4763406895
"53310","S:Osteoblasts","SEMA3F","NRP1","T:FB",1.5845056187
"54311","S:Osteoblasts","FGF13","FGFR1","T:FB",2.2902952096
"55310","S:Osteoblasts","FGF14","FGFR1","T:FB",2.0773127592
"5657","S:Osteoblasts","FGF1","FGFR1","T:FB",1.8847585061
"5749","S:Osteoblasts","FGF7","FGFR1","T:FB",3.3226147895
"5856","S:Osteoblasts","F10","F3","T:FB",2.2870998546
"5965","S:Osteoblasts","TFPI","F3","T:FB",2.5512879695
"62410","S:Osteoblasts","JAG1","NOTCH3","T:FB",1.6283882158
"6449","S:Osteoblasts","THBS2","NOTCH3","T:FB",3.0237461966
"6555","S:Osteoblasts","CXCL12","SDC4","T:FB",2.3707484939
"66212","S:Osteoblasts","MDK","SDC4","T:FB",1.6090374395
"67211","S:Osteoblasts","TFPI","SDC4","T:FB",1.6650237695
"68115","S:Osteoblasts","TGM2","SDC4","T:FB",2.0348888357
"6948","S:Osteoblasts","THBS1","SDC4","T:FB",1.5517687182
"7047","S:Osteoblasts","CP","SLC40A1","T:FB",1.662883316
