"","Source","Ligand","Receptor","Target","Weight"
"21127","S:Osteoblasts","CXCL12","ITGB1","T:SC",2.4658638939
"21128","S:Osteoblasts","F13A1","ITGB1","T:SC",1.2929702725
"21129","S:Osteoblasts","FBLN1","ITGB1","T:SC",-2.0008362682
"21130","S:Osteoblasts","FBN1","ITGB1","T:SC",1.3995061638
"21131","S:Osteoblasts","FN1","ITGB1","T:SC",4.6130772372
"21132","S:Osteoblasts","HSPG2","ITGB1","T:SC",2.3554923604
"21133","S:Osteoblasts","LAMA4","ITGB1","T:SC",1.1636486194
"21134","S:Osteoblasts","LAMC1","ITGB1","T:SC",2.092098622
"21135","S:Osteoblasts","LGALS3BP","ITGB1","T:SC",2.2159200556
"21136","S:Osteoblasts","MDK","ITGB1","T:SC",2.1121528395
"21137","S:Osteoblasts","NPNT","ITGB1","T:SC",2.1563885175
"21138","S:Osteoblasts","PLAU","ITGB1","T:SC",1.8132685291
"21139","S:Osteoblasts","TGM2","ITGB1","T:SC",2.7020042357
"21140","S:Osteoblasts","THBS1","ITGB1","T:SC",2.1498841182
"21141","S:Osteoblasts","THBS2","ITGB1","T:SC",3.6671436966
"21142","S:Osteoblasts","TIMP2","ITGB1","T:SC",2.5275333357
"21143","S:Osteoblasts","VCAM1","ITGB1","T:SC",2.6398273299
"21144","S:Osteoblasts","VCAN","ITGB1","T:SC",3.9556299821
"21145","S:Osteoblasts","VTN","ITGB1","T:SC",1.51117935
"21146","S:Osteoblasts","A2M","LRP1","T:SC",1.626194611
"21147","S:Osteoblasts","APOE","LRP1","T:SC",0.2328512773
"21148","S:Osteoblasts","APP","LRP1","T:SC",1.2961177456
"21149","S:Osteoblasts","C3","LRP1","T:SC",0.2629056986
"21150","S:Osteoblasts","CALR","LRP1","T:SC",0.9553135277
"21151","S:Osteoblasts","CTGF","LRP1","T:SC",2.1413257693
"21152","S:Osteoblasts","LRPAP1","LRP1","T:SC",0.9218624163
"21153","S:Osteoblasts","MDK","LRP1","T:SC",1.2038654395
"21154","S:Osteoblasts","PLAT","LRP1","T:SC",1.3414745447
"21155","S:Osteoblasts","PLAU","LRP1","T:SC",1.1659811291
"21156","S:Osteoblasts","PSAP","LRP1","T:SC",0.8118845517
"21157","S:Osteoblasts","SERPINE1","LRP1","T:SC",3.4644210337
"21158","S:Osteoblasts","TFPI","LRP1","T:SC",0.9798517695
"21159","S:Osteoblasts","THBS1","LRP1","T:SC",1.5305967182
"21160","S:Osteoblasts","TIMP1","CD63","T:EC",0.4800218451
"21161","S:Osteoblasts","TGFB1","TGFBR2","T:EC",2.2018587348
"21162","S:Osteoblasts","TGFB2","TGFBR2","T:EC",2.462489201
"21163","S:Osteoblasts","TGFB3","TGFBR2","T:EC",2.7527645332
"21164","S:Osteoblasts","TGFB1","ACVRL1","T:EC",1.5709948348
"21165","S:Osteoblasts","TGFB3","ACVRL1","T:EC",2.1099006332
"21166","S:Osteoblasts","TGFB1","TGFBR3","T:EC",1.6233894348
"21167","S:Osteoblasts","TGFB2","TGFBR3","T:EC",1.896019901
"21168","S:Osteoblasts","TGFB3","TGFBR3","T:EC",2.1522952332
"21169","S:Osteoblasts","SEMA3C","PLXND1","T:EC",1.5216000246
"21170","S:Osteoblasts","SEMA4A","PLXND1","T:EC",1.7018433792
"21171","S:Osteoblasts","PGF","NRP2","T:EC",1.3594206094
"21172","S:Osteoblasts","SEMA3C","NRP2","T:EC",1.2947946246
"21173","S:Osteoblasts","SEMA3F","NRP2","T:EC",1.6240477187
"21174","S:Osteoblasts","PDGFC","FLT1","T:EC",2.5971348686
"21175","S:Osteoblasts","PGF","FLT1","T:EC",2.8673029094
"21176","S:Osteoblasts","NGF","NGFRAP1","T:EC",1.1566207363
"21177","S:Osteoblasts","MDK","PTPRB","T:EC",1.5319840395
"21178","S:Osteoblasts","LTA","TNFRSF1B","T:EC",1.6440459199
"21179","S:Osteoblasts","LTA","TNFRSF1A","T:EC",2.1563334199
"21180","S:Osteoblasts","LTB","TNFRSF1A","T:EC",0.6627815076
"21181","S:Osteoblasts","LTA","LTBR","T:EC",1.4251980199
"21182","S:Osteoblasts","LTB","LTBR","T:EC",0.4696461076
"21183","S:Osteoblasts","LTA","TNFRSF14","T:EC",1.4414968199
"21184","S:Osteoblasts","LAMC1","ITGB4","T:EC",1.766493122
"21185","S:Osteoblasts","LAMB2","RPSA","T:EC",2.3085000299
"21186","S:Osteoblasts","HMGB1","THBD","T:EC",2.5661262663
"21187","S:Osteoblasts","HLA-B","CANX","T:EC",0.5401615182
"21188","S:Osteoblasts","HLA-A","APLP2","T:EC",-0.2770315761
"21189","S:Osteoblasts","GNAS","AVPR2","T:EC",-0.2602608504
"21190","S:Osteoblasts","GNAI2","F2R","T:EC",-0.0962137096
"21191","S:Osteoblasts","FN1","ROBO4","T:EC",4.7202730372
"21192","S:Osteoblasts","SLIT2","ROBO4","T:EC",2.6949538353
"21193","S:Osteoblasts","FN1","PLAUR","T:EC",3.1980418372
"21194","S:Osteoblasts","PLAU","PLAUR","T:EC",0.5482331291
"21195","S:Osteoblasts","SERPINE1","PLAUR","T:EC",2.7736730337
"21196","S:Osteoblasts","VTN","PLAUR","T:EC",0.64014395
"21197","S:Osteoblasts","FGF1","NRP1","T:EC",1.3469237061
"21198","S:Osteoblasts","FGF7","NRP1","T:EC",2.7447799895
"21199","S:Osteoblasts","PGF","NRP1","T:EC",1.7663178094
"21200","S:Osteoblasts","SEMA3C","NRP1","T:EC",1.5376918246
"21201","S:Osteoblasts","SEMA3F","NRP1","T:EC",1.8529449187
"21202","S:Osteoblasts","FGF13","FGFR1","T:EC",1.2356300096
"21203","S:Osteoblasts","FGF14","FGFR1","T:EC",1.0226475592
"21204","S:Osteoblasts","FGF1","FGFR1","T:EC",0.8300933061
"21205","S:Osteoblasts","FGF7","FGFR1","T:EC",2.2679495895
"21206","S:Osteoblasts","EFNA5","EPHA2","T:EC",2.1022044399
"21207","S:Osteoblasts","EFEMP2","PLSCR4","T:EC",0.7081945169
"21208","S:Osteoblasts","EFEMP2","AQP1","T:EC",3.3057422169
"21209","S:Osteoblasts","DLL1","NOTCH4","T:EC",1.7677258647
"21210","S:Osteoblasts","JAG1","NOTCH4","T:EC",2.0908917158
"21211","S:Osteoblasts","PSEN1","NOTCH4","T:EC",1.9237426621
"21212","S:Osteoblasts","THBS2","NOTCH4","T:EC",3.5062496966
"21213","S:Osteoblasts","CTHRC1","FZD6","T:EC",2.0398506277
"21214","S:Osteoblasts","CP","SLC40A1","T:EC",1.198065826
"21215","S:Osteoblasts","COL4A1","CD47","T:EC",2.1868322513
"21216","S:Osteoblasts","COL4A4","CD47","T:EC",1.3200412036
"21217","S:Osteoblasts","THBS1","CD47","T:EC",1.0489209182
"21218","S:Osteoblasts","THBS2","CD47","T:EC",2.4731804966
"21219","S:Osteoblasts","VTN","CD47","T:EC",0.27921615
"21220","S:Osteoblasts","COL1A1","CD36","T:EC",1.7609691284
"21221","S:Osteoblasts","COL1A2","CD36","T:EC",1.2609408062
"21222","S:Osteoblasts","THBS1","CD36","T:EC",1.4346769282
"21223","S:Osteoblasts","COL18A1","KDR","T:EC",2.361883775
"21224","S:Osteoblasts","GREM1","KDR","T:EC",2.08554826
"21225","S:Osteoblasts","PDGFC","KDR","T:EC",1.4339357686
"21226","S:Osteoblasts","TIMP3","KDR","T:EC",0.9912503743
"21227","S:Osteoblasts","VTN","KDR","T:EC",1.18380805
"21228","S:Osteoblasts","CLCF1","LIFR","T:EC",2.219678033
"21229","S:Osteoblasts","CLCF1","IL6ST","T:EC",2.208883233
"21230","S:Osteoblasts","CD34","SELP","T:EC",0.7823328142
"21231","S:Osteoblasts","SERPING1","SELP","T:EC",1.9132471941
"21232","S:Osteoblasts","VCAN","SELP","T:EC",3.8437765821
"21233","S:Osteoblasts","CCL19","CCRL2","T:EC",4.4818932999
"21234","S:Osteoblasts","RARRES2","CCRL2","T:EC",1.2830730555
"21235","S:Osteoblasts","CALR","SCARF1","T:EC",1.6426211277
"21236","S:Osteoblasts","C3","IFITM1","T:EC",0.8148422986
"21237","S:Osteoblasts","C3","CD81","T:EC",0.4540815986
"21238","S:Osteoblasts","C3","CD46","T:EC",0.3734832786
"21239","S:Osteoblasts","C1QA","CD93","T:EC",-0.3225401341
"21240","S:Osteoblasts","COL1A1","CD93","T:EC",2.8728721184
"21241","S:Osteoblasts","COL1A2","CD93","T:EC",2.3938437962
"21242","S:Osteoblasts","COL4A1","CD93","T:EC",3.5194912513
"21243","S:Osteoblasts","COL4A2","CD93","T:EC",2.9047042365
"21244","S:Osteoblasts","COL4A4","CD93","T:EC",2.5907002036
"21245","S:Osteoblasts","BMP2","ENG","T:EC",3.2470732974
"21246","S:Osteoblasts","TGFB1","ENG","T:EC",2.7435297348
"21247","S:Osteoblasts","TGFB2","ENG","T:EC",2.649160201
"21248","S:Osteoblasts","TGFB3","ENG","T:EC",3.1704355332
"21249","S:Osteoblasts","BMP2","BMPR2","T:EC",2.2805476974
"21250","S:Osteoblasts","FST","BMPR2","T:EC",2.2783244176
"21251","S:Osteoblasts","RGMA","BMPR2","T:EC",1.8676924
"21252","S:Osteoblasts","B2M","HLA-F","T:EC",0.649897953
"21253","S:Osteoblasts","CALR","HLA-F","T:EC",1.3730025277
"21254","S:Osteoblasts","ARF1","PLD2","T:EC",1.3028302786
"21255","S:Osteoblasts","ARF1","INSR","T:EC",2.0091942786
"21256","S:Osteoblasts","HRAS","INSR","T:EC",2.4368246513
"21257","S:Osteoblasts","SORBS1","INSR","T:EC",2.4891958745
"21258","S:Osteoblasts","APP","NCSTN","T:EC",1.0035380956
"21259","S:Osteoblasts","PSEN1","NCSTN","T:EC",1.1647696121
"21260","S:Osteoblasts","APP","CAV1","T:EC",1.4969827456
"21261","S:Osteoblasts","CYR61","CAV1","T:EC",3.8881411276
"21262","S:Osteoblasts","GNAI2","CAV1","T:EC",0.6012823204
"21263","S:Osteoblasts","HRAS","CAV1","T:EC",1.8098604513
"21264","S:Osteoblasts","TGFB1","CAV1","T:EC",1.5420665348
"21265","S:Osteoblasts","APOE","SCARB1","T:EC",0.5242997773
"21266","S:Osteoblasts","THBS1","SCARB1","T:EC",1.2850452182
"21267","S:Osteoblasts","APOE","LRP5","T:EC",0.3069449773
"21268","S:Osteoblasts","THBS1","LRP5","T:EC",1.3576904182
"21269","S:Osteoblasts","APOD","LEPR","T:EC",-3.1660746515
"21270","S:Osteoblasts","ANGPT1","TIE1","T:EC",2.3676235875
"21271","S:Osteoblasts","ANGPT2","TIE1","T:EC",3.261294771
"21272","S:Osteoblasts","ANGPTL2","TIE1","T:EC",1.9403685401
"21273","S:Osteoblasts","ANGPTL4","TIE1","T:EC",2.3596513483
"21274","S:Osteoblasts","ANGPT1","TEK","T:EC",2.2013431875
"21275","S:Osteoblasts","ANGPT2","TEK","T:EC",2.938014371
"21276","S:Osteoblasts","ANGPTL1","TEK","T:EC",1.8856554965
"21277","S:Osteoblasts","ADM","RAMP2","T:EC",3.5378478108
"21278","S:Osteoblasts","ADM","CALCRL","T:EC",1.6715237108
"21279","S:Osteoblasts","ADAM9","ITGA6","T:EC",1.535609465
"21280","S:Osteoblasts","COL6A1","ITGA6","T:EC",2.2612486482
"21281","S:Osteoblasts","FN1","ITGA6","T:EC",4.6384293372
"21282","S:Osteoblasts","LAMA4","ITGA6","T:EC",1.4260007194
"21283","S:Osteoblasts","LAMC1","ITGA6","T:EC",2.232450722
"21284","S:Osteoblasts","MDK","ITGA6","T:EC",2.2655049395
"21285","S:Osteoblasts","THBS1","ITGA6","T:EC",2.2612362182
"21286","S:Osteoblasts","THBS2","ITGA6","T:EC",3.8084957966
"21287","S:Osteoblasts","ADAM17","NOTCH1","T:EC",1.6892962755
"21288","S:Osteoblasts","DLL1","NOTCH1","T:EC",1.5758785647
"21289","S:Osteoblasts","JAG1","NOTCH1","T:EC",1.9410444158
"21290","S:Osteoblasts","MFNG","NOTCH1","T:EC",1.3133144009
"21291","S:Osteoblasts","NOV","NOTCH1","T:EC",3.4547359122
"21292","S:Osteoblasts","PSEN1","NOTCH1","T:EC",1.7418953621
"21293","S:Osteoblasts","ADAM15","ITGA5","T:EC",0.6843745382
"21294","S:Osteoblasts","ANGPT1","ITGA5","T:EC",2.3173756875
"21295","S:Osteoblasts","COL18A1","ITGA5","T:EC",2.847518975
"21296","S:Osteoblasts","COL1A1","ITGA5","T:EC",2.9244402184
"21297","S:Osteoblasts","CTGF","ITGA5","T:EC",2.6378770693
"21298","S:Osteoblasts","CYR61","ITGA5","T:EC",3.5108274276
"21299","S:Osteoblasts","FBN1","ITGA5","T:EC",1.5537700638
"21300","S:Osteoblasts","FN1","ITGA5","T:EC",4.7753411372
"21301","S:Osteoblasts","PLAU","ITGA5","T:EC",1.9645324291
"21302","S:Osteoblasts","VTN","ITGA5","T:EC",1.98044325
"21303","S:Osteoblasts","ADAM15","ITGB1","T:EC",-0.1155939618
"21304","S:Osteoblasts","ADAM17","ITGB1","T:EC",0.4043329755
"21305","S:Osteoblasts","ADAM9","ITGB1","T:EC",-0.224447235
"21306","S:Osteoblasts","ANGPT1","ITGB1","T:EC",0.9194071875
"21307","S:Osteoblasts","CD14","ITGB1","T:EC",-1.655594347
"21308","S:Osteoblasts","COL18A1","ITGB1","T:EC",1.462550475
"21309","S:Osteoblasts","COL1A1","ITGB1","T:EC",1.5934717184
"21310","S:Osteoblasts","COL1A2","ITGB1","T:EC",1.0664433962
"21311","S:Osteoblasts","COL3A1","ITGB1","T:EC",1.3392355475
"21312","S:Osteoblasts","COL4A1","ITGB1","T:EC",2.1350908513
"21313","S:Osteoblasts","COL4A4","ITGB1","T:EC",1.2412998036
"21314","S:Osteoblasts","COL5A1","ITGB1","T:EC",0.6447654043
"21315","S:Osteoblasts","COL5A2","ITGB1","T:EC",0.8056155436
"21316","S:Osteoblasts","COL6A1","ITGB1","T:EC",0.9781919482
"21317","S:Osteoblasts","COL6A2","ITGB1","T:EC",1.3198478051
"21318","S:Osteoblasts","COL6A3","ITGB1","T:EC",1.530676404
"21319","S:Osteoblasts","CXCL12","ITGB1","T:EC",1.2541592939
"21320","S:Osteoblasts","F13A1","ITGB1","T:EC",0.0812656725000001
"21321","S:Osteoblasts","FBLN1","ITGB1","T:EC",-3.2125408682
"21322","S:Osteoblasts","FBN1","ITGB1","T:EC",0.1878015638
"21323","S:Osteoblasts","FN1","ITGB1","T:EC",3.4013726372
"21324","S:Osteoblasts","HSPG2","ITGB1","T:EC",1.1437877604
"21325","S:Osteoblasts","LAMA4","ITGB1","T:EC",-0.0480559806
"21326","S:Osteoblasts","LAMC1","ITGB1","T:EC",0.880394022
"21327","S:Osteoblasts","LGALS3BP","ITGB1","T:EC",1.0042154556
"21328","S:Osteoblasts","MDK","ITGB1","T:EC",0.9004482395
"21329","S:Osteoblasts","NPNT","ITGB1","T:EC",0.9446839175
"21330","S:Osteoblasts","PLAU","ITGB1","T:EC",0.6015639291
"21331","S:Osteoblasts","TGM2","ITGB1","T:EC",1.4902996357
"21332","S:Osteoblasts","THBS1","ITGB1","T:EC",0.9381795182
"21333","S:Osteoblasts","THBS2","ITGB1","T:EC",2.4554390966
"21334","S:Osteoblasts","TIMP2","ITGB1","T:EC",1.3158287357
"21335","S:Osteoblasts","VCAM1","ITGB1","T:EC",1.4281227299
"21336","S:Osteoblasts","VCAN","ITGB1","T:EC",2.7439253821
"21337","S:Osteoblasts","VTN","ITGB1","T:EC",0.29947475
"21338","S:Osteoblasts","TNFSF12","TNFRSF12A","T:SMC",1.741146997
"21339","S:Osteoblasts","TIMP1","CD63","T:SMC",1.8199308451
"21340","S:Osteoblasts","TGFB1","TGFBR2","T:SMC",1.0998764348
"21341","S:Osteoblasts","TGFB2","TGFBR2","T:SMC",1.360506901
"21342","S:Osteoblasts","TGFB3","TGFBR2","T:SMC",1.6507822332
"21343","S:Osteoblasts","TGFB1","ACVRL1","T:SMC",1.2606871348
"21344","S:Osteoblasts","TGFB3","ACVRL1","T:SMC",1.7995929332
"21345","S:Osteoblasts","TGFB1","TGFBR3","T:SMC",1.1142874348
"21346","S:Osteoblasts","TGFB2","TGFBR3","T:SMC",1.386917901
"21347","S:Osteoblasts","TGFB3","TGFBR3","T:SMC",1.6431932332
"21348","S:Osteoblasts","PLAU","MRC2","T:SMC",1.1395536291
"21349","S:Osteoblasts","PDGFA","PDGFRA","T:SMC",2.7835549421
"21350","S:Osteoblasts","PDGFC","PDGFRA","T:SMC",1.8619568686
"21351","S:Osteoblasts","PDGFD","PDGFRA","T:SMC",2.8778014247
"21352","S:Osteoblasts","NGF","NGFRAP1","T:SMC",1.8030896363
"21353","S:Osteoblasts","NGF","KIDINS220","T:SMC",1.3556006963
"21354","S:Osteoblasts","MFGE8","PDGFRB","T:SMC",2.2401523111
"21355","S:Osteoblasts","PDAP1","PDGFRB","T:SMC",0.7265249979
"21356","S:Osteoblasts","PDGFA","PDGFRB","T:SMC",2.4377638421
"21357","S:Osteoblasts","PDGFC","PDGFRB","T:SMC",1.5171657686
"21358","S:Osteoblasts","PDGFD","PDGFRB","T:SMC",2.5760103247
"21359","S:Osteoblasts","LTA","TNFRSF1A","T:SMC",1.6554842199
"21360","S:Osteoblasts","LTB","TNFRSF1A","T:SMC",0.1619323076
"21361","S:Osteoblasts","LTA","LTBR","T:SMC",1.1352355499
"21362","S:Osteoblasts","LTB","LTBR","T:SMC",0.1796836376
"21363","S:Osteoblasts","LTA","TNFRSF14","T:SMC",0.9691089199
"21364","S:Osteoblasts","LAMC1","ITGA7","T:SMC",1.372874622
"21365","S:Osteoblasts","LAMB2","RPSA","T:SMC",1.7441179299
"21366","S:Osteoblasts","HMGB1","THBD","T:SMC",-0.4231911337
"21367","S:Osteoblasts","HLA-B","CANX","T:SMC",0.5582333482
"21368","S:Osteoblasts","HLA-A","APLP2","T:SMC",0.2958978239
"21369","S:Osteoblasts","HLA-A","ERBB2","T:SMC",0.2399906239
"21370","S:Osteoblasts","GPI","AMFR","T:SMC",1.1737372262
"21371","S:Osteoblasts","GNAS","PTGIR","T:SMC",0.7605826496
"21372","S:Osteoblasts","GNAI2","F2R","T:SMC",0.1682452204
"21373","S:Osteoblasts","GAS6","AXL","T:SMC",3.6327432412
"21374","S:Osteoblasts","PROS1","AXL","T:SMC",1.4350106476
"21375","S:Osteoblasts","FN1","PLAUR","T:SMC",3.2162904372
"21376","S:Osteoblasts","PLAU","PLAUR","T:SMC",0.5664817291
"21377","S:Osteoblasts","SERPINE1","PLAUR","T:SMC",2.7919216337
"21378","S:Osteoblasts","VTN","PLAUR","T:SMC",0.65839255
"21379","S:Osteoblasts","FN1","NT5E","T:SMC",3.6291757372
"21380","S:Osteoblasts","FN1","ITGA8","T:SMC",3.6883558372
"21381","S:Osteoblasts","NPNT","ITGA8","T:SMC",1.2956671175
"21382","S:Osteoblasts","VTN","ITGA8","T:SMC",0.77745795
"21383","S:Osteoblasts","FN1","SDC2","T:SMC",4.6471584372
"21384","S:Osteoblasts","HGF","SDC2","T:SMC",1.7061611365
"21385","S:Osteoblasts","HRAS","SDC2","T:SMC",1.9943640513
"21386","S:Osteoblasts","LAMA3","SDC2","T:SMC",2.0294569212
"21387","S:Osteoblasts","MMP2","SDC2","T:SMC",0.9517973343
"21388","S:Osteoblasts","TGFB1","SDC2","T:SMC",1.7465701348
"21389","S:Osteoblasts","FGF1","NRP1","T:SMC",1.1694325061
"21390","S:Osteoblasts","FGF7","NRP1","T:SMC",2.5672887895
"21391","S:Osteoblasts","PGF","NRP1","T:SMC",1.5888266094
"21392","S:Osteoblasts","SEMA3C","NRP1","T:SMC",1.3602006246
"21393","S:Osteoblasts","SEMA3F","NRP1","T:SMC",1.6754537187
"21394","S:Osteoblasts","FGF13","FGFR1","T:SMC",2.2145949096
"21395","S:Osteoblasts","FGF14","FGFR1","T:SMC",2.0016124592
"21396","S:Osteoblasts","FGF1","FGFR1","T:SMC",1.8090582061
"21397","S:Osteoblasts","FGF7","FGFR1","T:SMC",3.2469144895
"21398","S:Osteoblasts","F10","F3","T:SMC",1.6686132546
"21399","S:Osteoblasts","TFPI","F3","T:SMC",1.9328013695
"21400","S:Osteoblasts","EFNA5","EPHA3","T:SMC",2.0815166399
"21401","S:Osteoblasts","EFEMP2","PLSCR4","T:SMC",1.0302074169
"21402","S:Osteoblasts","EFEMP2","AQP1","T:SMC",-0.9434927831
"21403","S:Osteoblasts","DLL1","NOTCH3","T:SMC",1.2602327647
"21404","S:Osteoblasts","JAG1","NOTCH3","T:SMC",1.6163986158
"21405","S:Osteoblasts","PSEN1","NOTCH3","T:SMC",1.4182495621
"21406","S:Osteoblasts","THBS2","NOTCH3","T:SMC",3.0117565966
"21407","S:Osteoblasts","DLL1","NOTCH2","T:SMC",1.1848071647
"21408","S:Osteoblasts","JAG1","NOTCH2","T:SMC",1.4189730158
"21409","S:Osteoblasts","MFNG","NOTCH2","T:SMC",0.9632430009
"21410","S:Osteoblasts","PSEN1","NOTCH2","T:SMC",1.4138239621
"21411","S:Osteoblasts","CXCL12","SDC4","T:SMC",2.3405304939
"21412","S:Osteoblasts","MDK","SDC4","T:SMC",1.5788194395
"21413","S:Osteoblasts","TFPI","SDC4","T:SMC",1.6348057695
"21414","S:Osteoblasts","TGM2","SDC4","T:SMC",2.0046708357
"21415","S:Osteoblasts","THBS1","SDC4","T:SMC",1.5215507182
"21416","S:Osteoblasts","CP","SLC40A1","T:SMC",1.666051976
"21417","S:Osteoblasts","COL4A1","CD47","T:SMC",2.6114374013
"21418","S:Osteoblasts","COL4A4","CD47","T:SMC",1.7446463536
"21419","S:Osteoblasts","THBS1","CD47","T:SMC",1.4735260682
"21420","S:Osteoblasts","THBS2","CD47","T:SMC",2.8977856466
"21421","S:Osteoblasts","VTN","CD47","T:SMC",0.7038213
"21422","S:Osteoblasts","COL1A1","ITGA1","T:SMC",2.0313670584
"21423","S:Osteoblasts","COL1A2","ITGA1","T:SMC",1.5253387362
"21424","S:Osteoblasts","COL4A1","ITGA1","T:SMC",2.6119861913
"21425","S:Osteoblasts","COL4A4","ITGA1","T:SMC",1.7221951436
"21426","S:Osteoblasts","COL5A1","ITGA1","T:SMC",1.1106607443
"21427","S:Osteoblasts","COL5A2","ITGA1","T:SMC",1.2705108836
"21428","S:Osteoblasts","COL6A1","ITGA1","T:SMC",1.4480872882
"21429","S:Osteoblasts","COL6A2","ITGA1","T:SMC",1.7867431451
"21430","S:Osteoblasts","COL6A3","ITGA1","T:SMC",1.996571744
"21431","S:Osteoblasts","COL8A1","ITGA1","T:SMC",2.6763712057
"21432","S:Osteoblasts","LAMC1","ITGA1","T:SMC",1.317289362
"21433","S:Osteoblasts","SORBS1","ITGA1","T:SMC",1.2568448145
"21434","S:Osteoblasts","COL1A1","DDR2","T:SMC",2.2904030184
"21435","S:Osteoblasts","COL3A1","DDR2","T:SMC",2.1121668475
"21436","S:Osteoblasts","COL1A1","CD36","T:SMC",2.4827316184
"21437","S:Osteoblasts","COL1A2","CD36","T:SMC",1.9827032962
"21438","S:Osteoblasts","THBS1","CD36","T:SMC",2.1564394182
"21439","S:Osteoblasts","COL14A1","CD44","T:SMC",1.7440265552
"21440","S:Osteoblasts","COL1A1","CD44","T:SMC",1.9810356334
"21441","S:Osteoblasts","COL1A2","CD44","T:SMC",1.4900073112
"21442","S:Osteoblasts","FN1","CD44","T:SMC",3.7819365522
"21443","S:Osteoblasts","HGF","CD44","T:SMC",0.9329392515
"21444","S:Osteoblasts","PKM","CD44","T:SMC",0.7156765541
"21445","S:Osteoblasts","VCAN","CD44","T:SMC",3.2894892971
"21446","S:Osteoblasts","VIM","CD44","T:SMC",0.1945791003
"21447","S:Osteoblasts","CLCF1","IL6ST","T:SMC",1.754509233
"21448","S:Osteoblasts","CLCF1","CNTFR","T:SMC",1.964583233
"21449","S:Osteoblasts","C3","IFITM1","T:SMC",0.3839692286
"21450","S:Osteoblasts","C3","CD81","T:SMC",0.7267054986
"21451","S:Osteoblasts","C3","CD46","T:SMC",0.4063810076
"21452","S:Osteoblasts","BMP2","ENG","T:SMC",1.6343481974
"21453","S:Osteoblasts","TGFB1","ENG","T:SMC",1.1308046348
"21454","S:Osteoblasts","TGFB2","ENG","T:SMC",1.036435101
"21455","S:Osteoblasts","TGFB3","ENG","T:SMC",1.5577104332
"21456","S:Osteoblasts","BMP2","BMPR2","T:SMC",1.3920358974
"21457","S:Osteoblasts","FST","BMPR2","T:SMC",1.3898126176
"21458","S:Osteoblasts","RGMA","BMPR2","T:SMC",0.9791806
"21459","S:Osteoblasts","BMP2","BMPR1A","T:SMC",1.6367915974
"21460","S:Osteoblasts","B2M","HLA-F","T:SMC",-0.565093947
"21461","S:Osteoblasts","CALR","HLA-F","T:SMC",0.1580106277
"21462","S:Osteoblasts","ARF1","INSR","T:SMC",0.8123927186
"21463","S:Osteoblasts","HRAS","INSR","T:SMC",1.2400230913
"21464","S:Osteoblasts","SORBS1","INSR","T:SMC",1.2923943145
"21465","S:Osteoblasts","APP","NGFR","T:SMC",1.6996941456
"21466","S:Osteoblasts","NGF","NGFR","T:SMC",1.9336602363
"21467","S:Osteoblasts","RTN4","NGFR","T:SMC",2.0020546152
"21468","S:Osteoblasts","APP","NCSTN","T:SMC",1.2662448456
"21469","S:Osteoblasts","PSEN1","NCSTN","T:SMC",1.4274763621
"21470","S:Osteoblasts","APP","GPC1","T:SMC",1.2319900356
"21471","S:Osteoblasts","COL18A1","GPC1","T:SMC",1.917839965
"21472","S:Osteoblasts","SLIT2","GPC1","T:SMC",1.7143429253
"21473","S:Osteoblasts","APP","CAV1","T:SMC",0.9249645456
"21474","S:Osteoblasts","CYR61","CAV1","T:SMC",3.3161229276
"21475","S:Osteoblasts","GNAI2","CAV1","T:SMC",0.0292641204
"21476","S:Osteoblasts","HRAS","CAV1","T:SMC",1.2378422513
"21477","S:Osteoblasts","TGFB1","CAV1","T:SMC",0.9700483348
"21478","S:Osteoblasts","APOD","LEPR","T:SMC",-2.5297734115
"21479","S:Osteoblasts","ANXA1","EGFR","T:SMC",1.3172257742
"21480","S:Osteoblasts","DCN","EGFR","T:SMC",-1.6853727916
"21481","S:Osteoblasts","EFEMP1","EGFR","T:SMC",2.6224845912
"21482","S:Osteoblasts","FGF13","EGFR","T:SMC",1.7873941096
"21483","S:Osteoblasts","FGF1","EGFR","T:SMC",1.3288574061
"21484","S:Osteoblasts","GNAI2","EGFR","T:SMC",0.1864811204
"21485","S:Osteoblasts","HSP90AA1","EGFR","T:SMC",1.7610954917
"21486","S:Osteoblasts","VCAN","EGFR","T:SMC",3.1424063821
"21487","S:Osteoblasts","AGT","AGTR1","T:SMC",1.1867653453
"21488","S:Osteoblasts","HRAS","AGTR1","T:SMC",1.3187497513
"21489","S:Osteoblasts","ADM","RAMP2","T:SMC",-0.0734800892
"21490","S:Osteoblasts","ADM","CALCRL","T:SMC",0.7137036108
"21491","S:Osteoblasts","ADAM9","ITGB5","T:SMC",0.489127365
"21492","S:Osteoblasts","CYR61","ITGB5","T:SMC",3.4644335276
"21493","S:Osteoblasts","EDIL3","ITGB5","T:SMC",2.8450022703
"21494","S:Osteoblasts","LTBP1","ITGB5","T:SMC",2.272698545
"21495","S:Osteoblasts","LTBP3","ITGB5","T:SMC",1.0577303423
"21496","S:Osteoblasts","PLAU","ITGB5","T:SMC",1.1401385291
"21497","S:Osteoblasts","SERPINE1","ITGB5","T:SMC",3.3565784337
"21498","S:Osteoblasts","SORBS1","ITGB5","T:SMC",1.3185240745
"21499","S:Osteoblasts","VTN","ITGB5","T:SMC",0.77404935
"21500","S:Osteoblasts","ADAM15","ITGAV","T:SMC",0.0145907382
"21501","S:Osteoblasts","ADAM9","ITGAV","T:SMC",0.850737465
