source,target,relationship,weight
CD47,T:Osteoblasts,receptor.cluster,3.801580e-01
CD47,T:CMP,receptor.cluster,-4.386763e-01
ITGB8,T:Neurons,receptor.cluster,2.250772e+00
ITGB8,T:Astrocyte,receptor.cluster,1.837725e+00
SDC3,T:Mø,receptor.cluster,5.419054e-01
SDC3,T:DC,receptor.cluster,5.543649e-01
SLC40A1,T:Mono,receptor.cluster,-2.658037e-02
SLC40A1,T:Mø,receptor.cluster,8.704512e-01
SLC40A1,T:SC,receptor.cluster,-7.534621e-03
SLC40A1,T:EC,receptor.cluster,-4.214157e-01
SLC40A1,T:SMC,receptor.cluster,4.657045e-02
SLC40A1,T:PreB_CD34-,receptor.cluster,-1.162597e-01
SLC40A1,T:CH,receptor.cluster,3.133223e-01
SLC40A1,T:FB,receptor.cluster,4.340179e-02
SLC40A1,T:DC,receptor.cluster,7.212904e-01
SLC40A1,T:GMP,receptor.cluster,6.128985e-01
SLC40A1,T:Astrocyte,receptor.cluster,5.649616e-01
SLC40A1,T:Osteoblasts,receptor.cluster,9.823138e-01
CSF1R,T:Mono,receptor.cluster,1.815820e+00
CSF1R,T:Mø,receptor.cluster,1.950410e+00
CSF1R,T:PreB_CD34-,receptor.cluster,-5.601675e-01
CSF1R,T:DC,receptor.cluster,1.429394e+00
FZD5,T:Osteoblasts,receptor.cluster,2.262520e-01
FZD6,T:EC,receptor.cluster,4.971692e-01
FZD6,T:Osteoblasts,receptor.cluster,7.832781e-01
ACKR3,T:SMC,receptor.cluster,2.916233e-01
ACKR3,T:FB,receptor.cluster,6.471242e-01
CD4,T:Mono,receptor.cluster,7.031529e-01
CD4,T:Mø,receptor.cluster,1.083338e+00
CD4,T:T_Cells,receptor.cluster,3.227158e-01
CD4,T:PreB_CD34-,receptor.cluster,5.314399e-01
CD4,T:DC,receptor.cluster,9.969465e-01
CD4,T:GMP,receptor.cluster,3.275104e-01
CD4,T:Osteoblasts,receptor.cluster,-2.839066e-02
CXCR4,T:Mono,receptor.cluster,6.039112e-01
CXCR4,T:B_Cells,receptor.cluster,1.376305e+00
CXCR4,T:ProB_CD34+,receptor.cluster,1.223286e+00
CXCR4,T:Mø,receptor.cluster,5.816653e-02
CXCR4,T:T_Cells,receptor.cluster,2.601882e+00
CXCR4,T:PreB_CD34-,receptor.cluster,-7.144612e-01
CXCR4,T:NK,receptor.cluster,1.565718e+00
CXCR4,T:DC,receptor.cluster,4.477349e-01
CXCR4,T:GMP,receptor.cluster,1.012054e+00
CXCR4,T:Astrocyte,receptor.cluster,-7.137259e-01
CXCR4,T:Osteoblasts,receptor.cluster,-1.954645e+00
NOTCH2,T:Mono,receptor.cluster,1.185436e-01
NOTCH2,T:SMC,receptor.cluster,1.735875e-01
NOTCH2,T:PreB_CD34-,receptor.cluster,2.782490e-02
NOTCH2,T:CH,receptor.cluster,1.344717e-01
NOTCH3,T:SC,receptor.cluster,1.049730e+00
NOTCH3,T:SMC,receptor.cluster,1.650131e-01
NOTCH3,T:CH,receptor.cluster,3.092418e-01
NOTCH3,T:FB,receptor.cluster,1.770027e-01
NOTCH3,T:Osteoblasts,receptor.cluster,1.627857e+00
NOTCH4,T:EC,receptor.cluster,6.985062e-01
NOTCH4,T:Astrocyte,receptor.cluster,9.193341e-01
IL27RA,T:Mono,receptor.cluster,5.825984e-02
IL27RA,T:B_Cells,receptor.cluster,1.889167e-01
IL27RA,T:EC,receptor.cluster,2.092848e-01
IL27RA,T:T_Cells,receptor.cluster,3.156558e-01
IL27RA,T:PreB_CD34-,receptor.cluster,-1.281732e-02
IL27RA,T:NK,receptor.cluster,5.512417e-01
AQP1,T:SC,receptor.cluster,-1.240120e+00
AQP1,T:EC,receptor.cluster,3.003511e+00
AQP1,T:SMC,receptor.cluster,-1.245724e+00
AQP1,T:CH,receptor.cluster,6.448892e-02
AQP1,T:DC,receptor.cluster,-1.285190e+00
AQP1,T:Osteoblasts,receptor.cluster,6.839242e-01
CATSPER1,T:Mono,receptor.cluster,2.580506e-01
CATSPER1,T:CMP,receptor.cluster,1.216685e+00
PLSCR4,T:SC,receptor.cluster,9.826798e-02
PLSCR4,T:EC,receptor.cluster,1.659633e-01
PLSCR4,T:SMC,receptor.cluster,4.879762e-01
PLSCR4,T:CH,receptor.cluster,3.765996e-01
PLSCR4,T:FB,receptor.cluster,4.033845e-01
PLSCR4,T:Neurons,receptor.cluster,9.631760e-01
PLSCR4,T:Astrocyte,receptor.cluster,6.742276e-01
PLSCR4,T:Osteoblasts,receptor.cluster,5.741069e-01
EPHA2,T:EC,receptor.cluster,2.799042e-01
EPHB4,T:EC,receptor.cluster,1.132429e+00
ERBB2,T:SC,receptor.cluster,2.103904e-01
ERBB2,T:SMC,receptor.cluster,1.268943e-01
ERBB2,T:CH,receptor.cluster,2.562246e-01
ERBB2,T:FB,receptor.cluster,1.486361e-01
ERBB2,T:Neurons,receptor.cluster,1.086222e+00
ERBB2,T:Astrocyte,receptor.cluster,8.632036e-01
ERBB2,T:Osteoblasts,receptor.cluster,5.682583e-01
PECAM1,T:Mono,receptor.cluster,-6.854220e-01
PECAM1,T:B_Cells,receptor.cluster,-1.046069e+00
PECAM1,T:ProB_CD34+,receptor.cluster,-1.114405e+00
PECAM1,T:Mø,receptor.cluster,-7.156867e-01
PECAM1,T:EC,receptor.cluster,2.916690e+00
PECAM1,T:PreB_CD34-,receptor.cluster,-6.609963e-01
PECAM1,T:DC,receptor.cluster,-5.248485e-01
PECAM1,T:GMP,receptor.cluster,-5.617365e-01
PECAM1,T:Osteoblasts,receptor.cluster,-5.528069e-01
F3,T:SC,receptor.cluster,3.940331e-01
F3,T:SMC,receptor.cluster,4.750624e-01
F3,T:FB,receptor.cluster,1.093549e+00
F3,T:Neurons,receptor.cluster,6.433751e-01
F3,T:Astrocyte,receptor.cluster,7.175698e-01
FGFR1,T:SC,receptor.cluster,2.393511e-01
FGFR1,T:EC,receptor.cluster,-2.925875e-01
FGFR1,T:SMC,receptor.cluster,6.863774e-01
FGFR1,T:CH,receptor.cluster,4.523742e-01
FGFR1,T:FB,receptor.cluster,7.620777e-01
FGFR1,T:Osteoblasts,receptor.cluster,6.597777e-01
NRP1,T:Mono,receptor.cluster,-2.425982e-01
NRP1,T:Mø,receptor.cluster,1.165779e-01
NRP1,T:SC,receptor.cluster,1.450343e-01
NRP1,T:EC,receptor.cluster,5.392429e-01
NRP1,T:SMC,receptor.cluster,3.617517e-01
NRP1,T:CH,receptor.cluster,-3.868755e-01
NRP1,T:FB,receptor.cluster,2.708036e-01
NRP1,T:DC,receptor.cluster,7.728156e-06
NRP1,T:Osteoblasts,receptor.cluster,7.576571e-01
SDC2,T:Mono,receptor.cluster,-5.297964e-01
SDC2,T:Mø,receptor.cluster,-5.482882e-01
SDC2,T:SC,receptor.cluster,4.938445e-01
SDC2,T:SMC,receptor.cluster,8.394814e-01
SDC2,T:CH,receptor.cluster,1.046524e+00
SDC2,T:FB,receptor.cluster,7.595724e-01
SDC2,T:DC,receptor.cluster,-5.496774e-01
SDC2,T:Astrocyte,receptor.cluster,2.107200e-01
SDC2,T:Osteoblasts,receptor.cluster,5.891567e-01
FLT3,T:PreB_CD34-,receptor.cluster,2.236244e-01
FLT3,T:GMP,receptor.cluster,3.796930e-01
C5AR1,T:Mono,receptor.cluster,1.545449e+00
C5AR1,T:Mø,receptor.cluster,1.687945e+00
C5AR1,T:DC,receptor.cluster,1.165796e+00
IL17RC,T:SMC,receptor.cluster,1.677828e-01
IL17RC,T:CH,receptor.cluster,8.986649e-02
IL17RC,T:Osteoblasts,receptor.cluster,6.464909e-02
ITGA8,T:SC,receptor.cluster,4.635586e-01
ITGA8,T:SMC,receptor.cluster,-1.153212e-01
ITGA8,T:CH,receptor.cluster,1.301752e+00
ITGA8,T:Osteoblasts,receptor.cluster,1.734540e+00
ITGB7,T:B_Cells,receptor.cluster,2.226378e-01
ITGB7,T:T_Cells,receptor.cluster,5.271411e-01
ITGB7,T:PreB_CD34-,receptor.cluster,1.793588e-01
ITGB7,T:NK,receptor.cluster,5.703926e-01
ITGB7,T:GMP,receptor.cluster,3.695153e-01
NT5E,T:SMC,receptor.cluster,1.344987e-01
NT5E,T:CH,receptor.cluster,2.352820e-01
NT5E,T:FB,receptor.cluster,1.890437e-01
PLAUR,T:Mono,receptor.cluster,2.253913e+00
PLAUR,T:Mø,receptor.cluster,1.399480e+00
PLAUR,T:EC,receptor.cluster,-5.626352e-01
PLAUR,T:SMC,receptor.cluster,-5.443866e-01
PLAUR,T:PreB_CD34-,receptor.cluster,-3.746551e-01
PLAUR,T:FB,receptor.cluster,-5.375447e-01
PLAUR,T:DC,receptor.cluster,1.494114e+00
PLAUR,T:GMP,receptor.cluster,-3.096964e-01
PLAUR,T:Osteoblasts,receptor.cluster,-5.980993e-01
PLAUR,T:CMP,receptor.cluster,7.777099e-01
ROBO4,T:EC,receptor.cluster,1.075596e+00
TNFRSF11B,T:CH,receptor.cluster,1.658951e+00
TNFRSF11B,T:Osteoblasts,receptor.cluster,1.985914e+00
MERTK,T:Mø,receptor.cluster,5.290600e-01
MERTK,T:DC,receptor.cluster,2.201636e-01
TYRO3,T:Neurons,receptor.cluster,6.820281e-01
TYRO3,T:Astrocyte,receptor.cluster,2.728469e+00
TYRO3,T:Osteoblasts,receptor.cluster,4.312935e-01
ACVR1B,T:GMP,receptor.cluster,1.294051e+00
ACVR1B,T:Osteoblasts,receptor.cluster,2.407586e-01
ADCY7,T:Mono,receptor.cluster,2.502810e-01
ADCY7,T:Mø,receptor.cluster,2.880744e-01
ADCY7,T:DC,receptor.cluster,3.117312e-01
ADCY9,T:Osteoblasts,receptor.cluster,4.037958e-01
ADRA2A,T:Osteoblasts,receptor.cluster,1.873199e-01
EDNRA,T:SC,receptor.cluster,6.048432e-01
EDNRA,T:Osteoblasts,receptor.cluster,8.882862e-01
EDNRB,T:SC,receptor.cluster,6.352209e-01
EDNRB,T:EC,receptor.cluster,2.590887e-01
EDNRB,T:SMC,receptor.cluster,2.183991e-01
EDNRB,T:FB,receptor.cluster,1.057670e-01
EDNRB,T:Neurons,receptor.cluster,2.635613e-01
EDNRB,T:Osteoblasts,receptor.cluster,7.893216e-01
F2R,T:EC,receptor.cluster,-1.151823e-02
F2R,T:T_Cells,receptor.cluster,3.287299e-01
F2R,T:SMC,receptor.cluster,2.529407e-01
F2R,T:CH,receptor.cluster,2.122463e-01
F2R,T:NK,receptor.cluster,4.434766e-01
F2R,T:Astrocyte,receptor.cluster,9.338948e-01
F2R,T:Osteoblasts,receptor.cluster,-1.027223e-01
IGF1R,T:Osteoblasts,receptor.cluster,1.456477e-01
S1PR1,T:EC,receptor.cluster,1.508434e+00
S1PR3,T:SC,receptor.cluster,2.934069e-01
S1PR3,T:SMC,receptor.cluster,3.248180e-01
S1PR3,T:CH,receptor.cluster,2.489549e-01
S1PR4,T:T_Cells,receptor.cluster,9.897416e-01
S1PR4,T:NK,receptor.cluster,4.515863e-01
S1PR4,T:GMP,receptor.cluster,1.909168e-01
S1PR5,T:NK,receptor.cluster,6.622011e-01
TBXA2R,T:CH,receptor.cluster,2.874006e-01
TBXA2R,T:Neurons,receptor.cluster,6.785022e-01
TBXA2R,T:Astrocyte,receptor.cluster,2.123026e+00
TBXA2R,T:Osteoblasts,receptor.cluster,4.583371e-01
UNC5B,T:CH,receptor.cluster,2.436234e-01
PTGDR,T:NK,receptor.cluster,8.658084e-01
PTGIR,T:SC,receptor.cluster,2.464712e-01
PTGIR,T:SMC,receptor.cluster,6.634703e-01
PTGIR,T:CH,receptor.cluster,4.616015e-01
PTGIR,T:FB,receptor.cluster,4.758788e-01
PTGIR,T:Osteoblasts,receptor.cluster,2.275219e-01
AMFR,T:Mono,receptor.cluster,2.343061e-02
AMFR,T:B_Cells,receptor.cluster,3.116114e-02
AMFR,T:Mø,receptor.cluster,-2.418757e-02
AMFR,T:SC,receptor.cluster,8.222038e-02
AMFR,T:SMC,receptor.cluster,9.228442e-02
AMFR,T:CH,receptor.cluster,8.894954e-03
AMFR,T:FB,receptor.cluster,6.028666e-02
AMFR,T:Osteoblasts,receptor.cluster,7.226360e-01
IGF2R,T:PreB_CD34-,receptor.cluster,7.965747e-02
PGRMC1,T:Mono,receptor.cluster,-4.947328e-01
PGRMC1,T:Mø,receptor.cluster,-3.756248e-01
PGRMC1,T:SC,receptor.cluster,2.540986e-01
PGRMC1,T:EC,receptor.cluster,4.476124e-02
PGRMC1,T:SMC,receptor.cluster,3.895169e-01
PGRMC1,T:CH,receptor.cluster,3.772648e-01
PGRMC1,T:FB,receptor.cluster,2.692099e-01
PGRMC1,T:DC,receptor.cluster,-3.009492e-01
PGRMC1,T:GMP,receptor.cluster,-4.668259e-01
PGRMC1,T:Neurons,receptor.cluster,1.491410e+00
PGRMC1,T:Astrocyte,receptor.cluster,1.706616e+00
PGRMC1,T:Osteoblasts,receptor.cluster,-4.722121e-01
PGRMC1,T:CMP,receptor.cluster,-5.421910e-01
CD82,T:Mono,receptor.cluster,-1.691693e-01
CD82,T:B_Cells,receptor.cluster,7.773026e-01
CD82,T:ProB_CD34+,receptor.cluster,6.988898e-01
CD82,T:SC,receptor.cluster,8.356789e-03
CD82,T:SMC,receptor.cluster,-1.271454e-01
CD82,T:PreB_CD34-,receptor.cluster,-2.883559e-01
CD82,T:CH,receptor.cluster,6.543384e-02
CD82,T:GMP,receptor.cluster,1.395621e+00
CD82,T:Neurons,receptor.cluster,4.788938e-01
CD82,T:Astrocyte,receptor.cluster,6.241323e-01
CD82,T:Osteoblasts,receptor.cluster,-2.402527e-01
CD82,T:CMP,receptor.cluster,2.032773e+00
CD9,T:Mono,receptor.cluster,-6.505118e-01
CD9,T:B_Cells,receptor.cluster,-2.432307e+00
CD9,T:ProB_CD34+,receptor.cluster,-1.479638e+00
CD9,T:Mø,receptor.cluster,-2.333012e-01
CD9,T:SC,receptor.cluster,2.909911e-01
CD9,T:EC,receptor.cluster,1.185130e-01
CD9,T:SMC,receptor.cluster,7.689775e-03
CD9,T:PreB_CD34-,receptor.cluster,-2.410752e+00
CD9,T:CH,receptor.cluster,1.183036e+00
CD9,T:FB,receptor.cluster,-2.877911e-01
CD9,T:DC,receptor.cluster,-1.074036e+00
CD9,T:GMP,receptor.cluster,-4.187162e-01
CD9,T:Neurons,receptor.cluster,2.332414e+00
CD9,T:Astrocyte,receptor.cluster,2.300011e+00
CD9,T:Osteoblasts,receptor.cluster,4.205179e-02
CD9,T:CMP,receptor.cluster,1.066574e+00
ST14,T:Mono,receptor.cluster,2.450662e-01
ST14,T:B_Cells,receptor.cluster,3.100472e-01
ST14,T:ProB_CD34+,receptor.cluster,6.107460e-01
ST14,T:PreB_CD34-,receptor.cluster,5.306955e-01
ST14,T:DC,receptor.cluster,2.458186e-01
ST14,T:GMP,receptor.cluster,2.909300e-01
ST14,T:CMP,receptor.cluster,4.736850e-01
APLP2,T:Mono,receptor.cluster,4.068338e-01
APLP2,T:B_Cells,receptor.cluster,-1.432793e+00
APLP2,T:Mø,receptor.cluster,3.468096e-01
APLP2,T:SC,receptor.cluster,2.127595e-01
APLP2,T:EC,receptor.cluster,-3.241279e-01
APLP2,T:T_Cells,receptor.cluster,-1.196151e+00
APLP2,T:SMC,receptor.cluster,2.488015e-01
APLP2,T:PreB_CD34-,receptor.cluster,-1.546772e+00
APLP2,T:CH,receptor.cluster,5.061798e-01
APLP2,T:NK,receptor.cluster,-1.056088e+00
APLP2,T:FB,receptor.cluster,2.211745e-01
APLP2,T:DC,receptor.cluster,1.509514e-01
APLP2,T:Neurons,receptor.cluster,1.126786e+00
APLP2,T:Astrocyte,receptor.cluster,1.069505e+00
APLP2,T:Osteoblasts,receptor.cluster,5.179960e-01
APLP2,T:CMP,receptor.cluster,-5.832243e-01
CANX,T:Mono,receptor.cluster,1.950641e-01
CANX,T:B_Cells,receptor.cluster,-7.386297e-01
CANX,T:ProB_CD34+,receptor.cluster,-8.573823e-01
CANX,T:Mø,receptor.cluster,2.940900e-01
CANX,T:SC,receptor.cluster,4.990574e-02
CANX,T:EC,receptor.cluster,7.087806e-02
CANX,T:T_Cells,receptor.cluster,-4.837548e-01
CANX,T:SMC,receptor.cluster,8.894989e-02
CANX,T:PreB_CD34-,receptor.cluster,-4.401680e-01
CANX,T:CH,receptor.cluster,1.070469e-01
CANX,T:NK,receptor.cluster,-2.294178e-01
CANX,T:FB,receptor.cluster,-3.439948e-02
CANX,T:DC,receptor.cluster,2.705726e-01
CANX,T:GMP,receptor.cluster,-5.203505e-01
CANX,T:Neurons,receptor.cluster,6.195292e-01
CANX,T:Astrocyte,receptor.cluster,1.558460e+00
CANX,T:Osteoblasts,receptor.cluster,5.737493e-01
CANX,T:CMP,receptor.cluster,4.150560e-01
KLRC2,T:NK,receptor.cluster,8.427024e-01
SLC16A4,T:ProB_CD34+,receptor.cluster,5.717771e-01
SLC16A4,T:SMC,receptor.cluster,2.185740e-01
SLC16A4,T:FB,receptor.cluster,1.840119e-01
SLC16A4,T:Neurons,receptor.cluster,5.177099e-01
SLC16A4,T:Osteoblasts,receptor.cluster,4.009890e-01
THBD,T:Mono,receptor.cluster,-3.216195e-01
THBD,T:Mø,receptor.cluster,-2.825140e-01
THBD,T:SC,receptor.cluster,-7.269901e-01
THBD,T:EC,receptor.cluster,2.257459e+00
THBD,T:SMC,receptor.cluster,-7.318584e-01
THBD,T:CH,receptor.cluster,-8.843562e-01
THBD,T:FB,receptor.cluster,-6.333002e-01
THBD,T:DC,receptor.cluster,-4.324320e-02
THBD,T:Osteoblasts,receptor.cluster,-2.901277e-01
ASGR1,T:Mono,receptor.cluster,3.908740e-01
PTPRS,T:SC,receptor.cluster,5.651137e-01
PTPRS,T:SMC,receptor.cluster,1.199152e+00
PTPRS,T:PreB_CD34-,receptor.cluster,-3.709529e-01
PTPRS,T:CH,receptor.cluster,-5.800459e-02
PTPRS,T:FB,receptor.cluster,1.226776e+00
PTPRS,T:GMP,receptor.cluster,6.861516e-01
PTPRS,T:Neurons,receptor.cluster,1.083903e+00
PTPRS,T:Osteoblasts,receptor.cluster,9.991826e-01
IL2RA,T:Mø,receptor.cluster,7.204220e-01
IL2RA,T:DC,receptor.cluster,7.261536e-01
IL2RG,T:Mono,receptor.cluster,-2.299087e-01
IL2RG,T:B_Cells,receptor.cluster,5.138720e-01
IL2RG,T:ProB_CD34+,receptor.cluster,7.234397e-01
IL2RG,T:T_Cells,receptor.cluster,1.577306e+00
IL2RG,T:PreB_CD34-,receptor.cluster,4.393754e-01
IL2RG,T:NK,receptor.cluster,1.797032e+00
IL2RG,T:DC,receptor.cluster,-1.520682e-01
IL2RG,T:GMP,receptor.cluster,8.657105e-01
ITGAL,T:NK,receptor.cluster,7.673793e-01
IFNGR1,T:Mono,receptor.cluster,9.871167e-01
IFNGR1,T:B_Cells,receptor.cluster,-9.216211e-01
IFNGR1,T:Mø,receptor.cluster,6.083771e-01
IFNGR1,T:SC,receptor.cluster,-2.550454e-01
IFNGR1,T:EC,receptor.cluster,-7.755172e-02
IFNGR1,T:T_Cells,receptor.cluster,-1.324191e-01
IFNGR1,T:SMC,receptor.cluster,7.705533e-02
IFNGR1,T:CH,receptor.cluster,-3.047078e-01
IFNGR1,T:NK,receptor.cluster,9.029097e-02
IFNGR1,T:FB,receptor.cluster,-2.430877e-02
IFNGR1,T:DC,receptor.cluster,3.449735e-01
IFNGR1,T:GMP,receptor.cluster,-2.709766e-02
IFNGR1,T:Neurons,receptor.cluster,-6.488792e-02
IFNGR1,T:Osteoblasts,receptor.cluster,-4.018044e-01
IFNGR1,T:CMP,receptor.cluster,-2.557702e-01
IFNGR2,T:Mono,receptor.cluster,3.831925e-01
IFNGR2,T:B_Cells,receptor.cluster,-1.035764e-01
IFNGR2,T:Mø,receptor.cluster,4.592098e-01
IFNGR2,T:SC,receptor.cluster,-5.601137e-02
IFNGR2,T:EC,receptor.cluster,-1.170485e-01
IFNGR2,T:SMC,receptor.cluster,7.979390e-04
IFNGR2,T:PreB_CD34-,receptor.cluster,-5.160038e-01
IFNGR2,T:CH,receptor.cluster,-2.322145e-02
IFNGR2,T:FB,receptor.cluster,5.074593e-02
IFNGR2,T:DC,receptor.cluster,1.569426e-01
IFNGR2,T:Neurons,receptor.cluster,8.691229e-01
IFNGR2,T:Astrocyte,receptor.cluster,1.032417e+00
IFNGR2,T:CMP,receptor.cluster,-2.327652e-01
FZD8,T:Osteoblasts,receptor.cluster,5.597229e-01
IL10RA,T:Mono,receptor.cluster,8.043178e-01
IL10RA,T:B_Cells,receptor.cluster,3.352668e-01
IL10RA,T:Mø,receptor.cluster,5.599332e-01
IL10RA,T:T_Cells,receptor.cluster,1.092135e+00
IL10RA,T:PreB_CD34-,receptor.cluster,4.986067e-02
IL10RA,T:NK,receptor.cluster,5.251260e-01
IL10RA,T:DC,receptor.cluster,4.055103e-01
IL10RA,T:GMP,receptor.cluster,-1.855886e-01
IL10RB,T:Mono,receptor.cluster,5.202423e-01
IL10RB,T:B_Cells,receptor.cluster,-2.559974e-01
IL10RB,T:Mø,receptor.cluster,2.945863e-01
IL10RB,T:SC,receptor.cluster,-3.558804e-02
IL10RB,T:EC,receptor.cluster,-9.653736e-02
IL10RB,T:SMC,receptor.cluster,-4.477737e-02
IL10RB,T:PreB_CD34-,receptor.cluster,-1.534712e-01
IL10RB,T:CH,receptor.cluster,-1.584285e-01
IL10RB,T:NK,receptor.cluster,5.187729e-02
IL10RB,T:FB,receptor.cluster,-7.765872e-03
IL10RB,T:DC,receptor.cluster,3.069140e-01
IL10RB,T:GMP,receptor.cluster,1.387895e+00
IL10RB,T:CMP,receptor.cluster,6.678860e-01
IL15RA,T:EC,receptor.cluster,4.566791e-01
IL15RA,T:SMC,receptor.cluster,1.188617e-01
IL15RA,T:FB,receptor.cluster,8.276521e-02
IL2RB,T:T_Cells,receptor.cluster,8.858700e-01
IL2RB,T:NK,receptor.cluster,2.217964e+00
CD48,T:Mono,receptor.cluster,2.261913e-01
CD48,T:B_Cells,receptor.cluster,7.828847e-01
CD48,T:ProB_CD34+,receptor.cluster,1.069872e+00
CD48,T:T_Cells,receptor.cluster,1.616787e+00
CD48,T:PreB_CD34-,receptor.cluster,1.883465e-01
CD48,T:NK,receptor.cluster,1.338371e+00
CD48,T:DC,receptor.cluster,-3.313420e-01
CD48,T:GMP,receptor.cluster,1.222698e-01
CD48,T:CMP,receptor.cluster,3.593495e-01
IL18R1,T:T_Cells,receptor.cluster,5.727243e-01
IL18R1,T:NK,receptor.cluster,6.662870e-01
IL18RAP,T:NK,receptor.cluster,6.667983e-01
ADRB2,T:EC,receptor.cluster,4.141995e-01
ADRB2,T:CMP,receptor.cluster,1.167650e+00
IL1R1,T:EC,receptor.cluster,5.019231e-01
IL1R1,T:SMC,receptor.cluster,2.098980e-01
IL1R1,T:FB,receptor.cluster,3.337577e-01
IL1R2,T:Mono,receptor.cluster,6.117056e-01
IL1R2,T:DC,receptor.cluster,7.810991e-01
IL1R2,T:GMP,receptor.cluster,4.126239e-01
IL1RAP,T:Astrocyte,receptor.cluster,1.042499e+00
IL6R,T:Mono,receptor.cluster,2.959527e-01
IL6R,T:CMP,receptor.cluster,3.528218e-01
BAMBI,T:SMC,receptor.cluster,3.306194e-01
BAMBI,T:FB,receptor.cluster,4.239689e-01
TGFBR3,T:EC,receptor.cluster,7.003007e-01
TGFBR3,T:SMC,receptor.cluster,1.911987e-01
TGFBR3,T:PreB_CD34-,receptor.cluster,-3.037248e-01
TGFBR3,T:FB,receptor.cluster,2.474097e-01
TGFBR3,T:Osteoblasts,receptor.cluster,-1.090003e-01
CNTN1,T:Astrocyte,receptor.cluster,1.085807e+00
ITGA7,T:SC,receptor.cluster,8.952466e-01
ITGA7,T:SMC,receptor.cluster,1.511762e-01
ITGA7,T:CH,receptor.cluster,1.545383e-01
ITGA7,T:FB,receptor.cluster,1.424636e-01
ITGA7,T:Osteoblasts,receptor.cluster,1.205671e+00
ITGB4,T:EC,receptor.cluster,4.757947e-01
ITGB4,T:Neurons,receptor.cluster,2.000019e+00
ITGB4,T:Astrocyte,receptor.cluster,1.839804e+00
RPSA,T:Mono,receptor.cluster,-2.062925e-01
RPSA,T:B_Cells,receptor.cluster,6.545108e-01
RPSA,T:ProB_CD34+,receptor.cluster,9.319064e-01
RPSA,T:Mø,receptor.cluster,-4.502926e-01
RPSA,T:SC,receptor.cluster,-4.841534e-01
RPSA,T:EC,receptor.cluster,9.555790e-02
RPSA,T:T_Cells,receptor.cluster,1.151316e+00
RPSA,T:SMC,receptor.cluster,-4.688242e-01
RPSA,T:PreB_CD34-,receptor.cluster,-6.523724e-01
RPSA,T:CH,receptor.cluster,-4.422021e-01
RPSA,T:NK,receptor.cluster,5.910797e-01
RPSA,T:FB,receptor.cluster,-5.578560e-01
RPSA,T:DC,receptor.cluster,-3.452968e-01
RPSA,T:GMP,receptor.cluster,3.463653e-01
RPSA,T:Neurons,receptor.cluster,-1.405653e+00
RPSA,T:Astrocyte,receptor.cluster,-7.510340e-01
RPSA,T:Osteoblasts,receptor.cluster,-1.238773e+00
RPSA,T:CMP,receptor.cluster,4.017545e-01
BCAM,T:SC,receptor.cluster,1.019747e+00
BCAM,T:EC,receptor.cluster,1.495464e+00
BCAM,T:SMC,receptor.cluster,-6.751243e-01
BCAM,T:CH,receptor.cluster,1.367216e-01
BCAM,T:FB,receptor.cluster,-5.853656e-01
ABCA1,T:Mono,receptor.cluster,1.430356e-01
ABCA1,T:Mø,receptor.cluster,3.632426e-01
ABCA1,T:FB,receptor.cluster,2.470106e-01
ABCA1,T:DC,receptor.cluster,2.652663e-01
ABCA1,T:Osteoblasts,receptor.cluster,2.081845e-01
GPIHBP1,T:EC,receptor.cluster,5.521803e-01
SORT1,T:SC,receptor.cluster,1.888449e-01
SORT1,T:CH,receptor.cluster,3.682562e-01
SORT1,T:Osteoblasts,receptor.cluster,5.697691e-01
LTBR,T:Mono,receptor.cluster,-1.015099e-02
LTBR,T:Mø,receptor.cluster,-2.709582e-02
LTBR,T:SC,receptor.cluster,1.530375e-01
LTBR,T:EC,receptor.cluster,3.891878e-01
LTBR,T:SMC,receptor.cluster,9.922533e-02
LTBR,T:CH,receptor.cluster,-1.034911e-01
LTBR,T:FB,receptor.cluster,1.217292e-01
LTBR,T:DC,receptor.cluster,-4.736333e-02
LTBR,T:Astrocyte,receptor.cluster,1.697976e+00
LTBR,T:Osteoblasts,receptor.cluster,-8.077755e-02
TNFRSF1A,T:Mono,receptor.cluster,-5.426459e-01
TNFRSF1A,T:Mø,receptor.cluster,-3.309894e-01
TNFRSF1A,T:SC,receptor.cluster,2.876473e-01
TNFRSF1A,T:EC,receptor.cluster,9.253232e-01
TNFRSF1A,T:SMC,receptor.cluster,4.244740e-01
TNFRSF1A,T:CH,receptor.cluster,-1.894260e-01
TNFRSF1A,T:FB,receptor.cluster,4.774089e-01
TNFRSF1A,T:DC,receptor.cluster,-1.926282e-01
TNFRSF1A,T:GMP,receptor.cluster,-1.415724e+00
TNFRSF1A,T:Neurons,receptor.cluster,3.202178e-01
TNFRSF1A,T:Astrocyte,receptor.cluster,2.069298e-01
TNFRSF1A,T:Osteoblasts,receptor.cluster,-9.845451e-03
TNFRSF1B,T:Mono,receptor.cluster,1.020523e+00
TNFRSF1B,T:Mø,receptor.cluster,7.218761e-01
TNFRSF1B,T:EC,receptor.cluster,4.450357e-01
TNFRSF1B,T:T_Cells,receptor.cluster,4.458408e-01
TNFRSF1B,T:NK,receptor.cluster,5.829670e-01
TNFRSF1B,T:DC,receptor.cluster,7.513579e-01
CD180,T:B_Cells,receptor.cluster,2.467851e-01
CD180,T:GMP,receptor.cluster,3.335291e-01
PTPRB,T:EC,receptor.cluster,9.152314e-01
